,ID_LAT_LON_YEAR_WEEK,emissions
41,ID_-0.510_29.290_2022_41,-4.8594184
42,ID_-0.510_29.290_2022_42,4.8243914
43,ID_-0.510_29.290_2022_43,-1.5303358
44,ID_-0.510_29.290_2022_44,-5.8651786
45,ID_-0.510_29.290_2022_45,-1.9958967
46,ID_-0.510_29.290_2022_46,-0.31580546
47,ID_-0.510_29.290_2022_47,4.814969
48,ID_-0.510_29.290_2022_48,2.7839375
49,ID_-0.528_29.472_2022_00,8.266129
50,ID_-0.528_29.472_2022_01,-1.8437548
51,ID_-0.528_29.472_2022_02,-1.9734498
52,ID_-0.528_29.472_2022_03,0.7883031
53,ID_-0.528_29.472_2022_04,-2.30257
54,ID_-0.528_29.472_2022_05,-1.466335
55,ID_-0.528_29.472_2022_06,2.1751363
56,ID_-0.528_29.472_2022_07,0.96329266
57,ID_-0.528_29.472_2022_08,2.1751363
58,ID_-0.528_29.472_2022_09,2.9889772
59,ID_-0.528_29.472_2022_10,0.031164624
60,ID_-0.528_29.472_2022_11,-7.458035
61,ID_-0.528_29.472_2022_12,-0.46240547
62,ID_-0.528_29.472_2022_13,-5.654279
63,ID_-0.528_29.472_2022_14,25.506687
64,ID_-0.528_29.472_2022_15,34.65489
65,ID_-0.528_29.472_2022_16,31.324415
66,ID_-0.528_29.472_2022_17,0.5722394
67,ID_-0.528_29.472_2022_18,3.2557836
68,ID_-0.528_29.472_2022_19,4.149234
69,ID_-0.528_29.472_2022_20,6.0482903
70,ID_-0.528_29.472_2022_21,4.830486
71,ID_-0.528_29.472_2022_22,7.133825
72,ID_-0.528_29.472_2022_23,6.0214286
73,ID_-0.528_29.472_2022_24,4.493084
74,ID_-0.528_29.472_2022_25,5.5998945
75,ID_-0.528_29.472_2022_26,5.1131096
76,ID_-0.528_29.472_2022_27,0.714372
77,ID_-0.528_29.472_2022_28,3.521876
78,ID_-0.528_29.472_2022_29,-2.830518
79,ID_-0.528_29.472_2022_30,5.7109437
80,ID_-0.528_29.472_2022_31,16.26568
81,ID_-0.528_29.472_2022_32,3.2134721
82,ID_-0.528_29.472_2022_33,16.597675
83,ID_-0.528_29.472_2022_34,9.331707
84,ID_-0.528_29.472_2022_35,9.474102
85,ID_-0.528_29.472_2022_36,9.904603
86,ID_-0.528_29.472_2022_37,9.904603
87,ID_-0.528_29.472_2022_38,11.447697
88,ID_-0.528_29.472_2022_39,10.842067
89,ID_-0.528_29.472_2022_40,26.988087
90,ID_-0.528_29.472_2022_41,15.73653
91,ID_-0.528_29.472_2022_42,12.564947
92,ID_-0.528_29.472_2022_43,14.40419
93,ID_-0.528_29.472_2022_44,7.426416
94,ID_-0.528_29.472_2022_45,5.712355
95,ID_-0.528_29.472_2022_46,7.8874855
96,ID_-0.528_29.472_2022_47,-1.4272584
97,ID_-0.528_29.472_2022_48,-1.7398108
98,ID_-0.547_29.653_2022_00,-13.1191435
99,ID_-0.547_29.653_2022_01,-9.533193
100,ID_-0.547_29.653_2022_02,-4.600937
101,ID_-0.547_29.653_2022_03,-8.6579685
102,ID_-0.547_29.653_2022_04,-7.600593
103,ID_-0.547_29.653_2022_05,-5.4530635
104,ID_-0.547_29.653_2022_06,-6.892766
105,ID_-0.547_29.653_2022_07,-6.2943053
106,ID_-0.547_29.653_2022_08,-4.1872487
107,ID_-0.547_29.653_2022_09,-10.013564
108,ID_-0.547_29.653_2022_10,-6.2220836
109,ID_-0.547_29.653_2022_11,-16.48736
110,ID_-0.547_29.653_2022_12,-19.068886
111,ID_-0.547_29.653_2022_13,-4.1614466
112,ID_-0.547_29.653_2022_14,43.854683
113,ID_-0.547_29.653_2022_15,46.84378
114,ID_-0.547_29.653_2022_16,43.254814
115,ID_-0.547_29.653_2022_17,-18.52887
116,ID_-0.547_29.653_2022_18,-11.145221
117,ID_-0.547_29.653_2022_19,-0.1931926
118,ID_-0.547_29.653_2022_20,0.3915657
119,ID_-0.547_29.653_2022_21,1.5858673
120,ID_-0.547_29.653_2022_22,9.820079
121,ID_-0.547_29.653_2022_23,6.5326786
122,ID_-0.547_29.653_2022_24,5.786353
123,ID_-0.547_29.653_2022_25,14.645349
124,ID_-0.547_29.653_2022_26,9.708645
125,ID_-0.547_29.653_2022_27,6.0743403
126,ID_-0.547_29.653_2022_28,-1.5516222
127,ID_-0.547_29.653_2022_29,-1.5516222
128,ID_-0.547_29.653_2022_30,4.8633165
129,ID_-0.547_29.653_2022_31,5.4025517
130,ID_-0.547_29.653_2022_32,1.8111333
131,ID_-0.547_29.653_2022_33,11.720143
132,ID_-0.547_29.653_2022_34,6.2904663
133,ID_-0.547_29.653_2022_35,-3.0584102
134,ID_-0.547_29.653_2022_36,-3.1508846
135,ID_-0.547_29.653_2022_37,4.796692
136,ID_-0.547_29.653_2022_38,-2.426287
137,ID_-0.547_29.653_2022_39,-2.213423
138,ID_-0.547_29.653_2022_40,3.8207312
139,ID_-0.547_29.653_2022_41,24.111273
140,ID_-0.547_29.653_2022_42,16.219732
141,ID_-0.547_29.653_2022_43,16.974466
142,ID_-0.547_29.653_2022_44,0.26567295
143,ID_-0.547_29.653_2022_45,4.5550547
144,ID_-0.547_29.653_2022_46,11.48009
145,ID_-0.547_29.653_2022_47,6.8280535
146,ID_-0.547_29.653_2022_48,3.5737374
147,ID_-0.569_30.031_2022_00,85.24767
148,ID_-0.569_30.031_2022_01,98.09038
149,ID_-0.569_30.031_2022_02,102.14493
150,ID_-0.569_30.031_2022_03,104.62754
151,ID_-0.569_30.031_2022_04,104.041954
152,ID_-0.569_30.031_2022_05,104.913536
153,ID_-0.569_30.031_2022_06,107.921616
154,ID_-0.569_30.031_2022_07,107.30769
155,ID_-0.569_30.031_2022_08,107.60307
156,ID_-0.569_30.031_2022_09,104.2478
157,ID_-0.569_30.031_2022_10,105.85081
158,ID_-0.569_30.031_2022_11,99.365524
159,ID_-0.569_30.031_2022_12,100.51553
160,ID_-0.569_30.031_2022_13,99.47559
161,ID_-0.569_30.031_2022_14,123.96469
162,ID_-0.569_30.031_2022_15,144.33478
163,ID_-0.569_30.031_2022_16,125.15748
164,ID_-0.569_30.031_2022_17,105.303314
165,ID_-0.569_30.031_2022_18,112.39009
166,ID_-0.569_30.031_2022_19,111.80716
167,ID_-0.569_30.031_2022_20,119.43384
168,ID_-0.569_30.031_2022_21,109.79245
169,ID_-0.569_30.031_2022_22,114.93168
170,ID_-0.569_30.031_2022_23,115.12033
171,ID_-0.569_30.031_2022_24,114.310265
172,ID_-0.569_30.031_2022_25,119.62889
173,ID_-0.569_30.031_2022_26,113.73605
174,ID_-0.569_30.031_2022_27,111.9723
175,ID_-0.569_30.031_2022_28,110.86186
176,ID_-0.569_30.031_2022_29,103.55047
177,ID_-0.569_30.031_2022_30,107.218834
178,ID_-0.569_30.031_2022_31,107.339455
179,ID_-0.569_30.031_2022_32,108.413994
180,ID_-0.569_30.031_2022_33,108.222176
181,ID_-0.569_30.031_2022_34,103.60085
182,ID_-0.569_30.031_2022_35,108.908165
183,ID_-0.569_30.031_2022_36,109.33866
184,ID_-0.569_30.031_2022_37,112.58378
185,ID_-0.569_30.031_2022_38,107.6029
186,ID_-0.569_30.031_2022_39,113.524635
187,ID_-0.569_30.031_2022_40,119.60772
188,ID_-0.569_30.031_2022_41,127.005394
189,ID_-0.569_30.031_2022_42,125.77755
190,ID_-0.569_30.031_2022_43,123.26562
191,ID_-0.569_30.031_2022_44,113.71409
192,ID_-0.569_30.031_2022_45,123.12632
193,ID_-0.569_30.031_2022_46,106.23182
194,ID_-0.569_30.031_2022_47,104.76026
195,ID_-0.569_30.031_2022_48,109.65377
196,ID_-0.598_29.102_2022_00,-0.30517876
197,ID_-0.598_29.102_2022_01,1.8131669
198,ID_-0.598_29.102_2022_02,2.704731
199,ID_-0.598_29.102_2022_03,3.7146692
200,ID_-0.598_29.102_2022_04,4.798022
201,ID_-0.598_29.102_2022_05,3.6168308
202,ID_-0.598_29.102_2022_06,6.6850743
203,ID_-0.598_29.102_2022_07,3.3071258
204,ID_-0.598_29.102_2022_08,4.0482907
205,ID_-0.598_29.102_2022_09,1.2722912
206,ID_-0.598_29.102_2022_10,1.3156862
207,ID_-0.598_29.102_2022_11,-1.5060445
208,ID_-0.598_29.102_2022_12,-2.961325
209,ID_-0.598_29.102_2022_13,-4.272214
210,ID_-0.598_29.102_2022_14,25.331062
211,ID_-0.598_29.102_2022_15,30.357275
212,ID_-0.598_29.102_2022_16,1.3480577
213,ID_-0.598_29.102_2022_17,2.4555678
214,ID_-0.598_29.102_2022_18,2.700495
215,ID_-0.598_29.102_2022_19,3.0709717
216,ID_-0.598_29.102_2022_20,5.179981
217,ID_-0.598_29.102_2022_21,3.1414506
218,ID_-0.598_29.102_2022_22,5.6626616
219,ID_-0.598_29.102_2022_23,4.8132052
220,ID_-0.598_29.102_2022_24,6.660763
221,ID_-0.598_29.102_2022_25,7.4181366
222,ID_-0.598_29.102_2022_26,2.5040662
223,ID_-0.598_29.102_2022_27,2.3258255
224,ID_-0.598_29.102_2022_28,2.505008
225,ID_-0.598_29.102_2022_29,0.51555866
226,ID_-0.598_29.102_2022_30,-0.06896843
227,ID_-0.598_29.102_2022_31,-2.5860274
228,ID_-0.598_29.102_2022_32,-2.6168811
229,ID_-0.598_29.102_2022_33,-2.6168811
230,ID_-0.598_29.102_2022_34,9.790048
231,ID_-0.598_29.102_2022_35,-2.4941862
232,ID_-0.598_29.102_2022_36,-2.5446455
233,ID_-0.598_29.102_2022_37,-2.5446455
234,ID_-0.598_29.102_2022_38,-2.7566812
235,ID_-0.598_29.102_2022_39,-2.378267
236,ID_-0.598_29.102_2022_40,5.1590548
237,ID_-0.598_29.102_2022_41,-13.65201
238,ID_-0.598_29.102_2022_42,-0.049860995
239,ID_-0.598_29.102_2022_43,0.42320564
240,ID_-0.598_29.102_2022_44,-7.8583746
241,ID_-0.598_29.102_2022_45,-2.4681306
242,ID_-0.598_29.102_2022_46,-6.1186113
243,ID_-0.598_29.102_2022_47,-0.4657282
244,ID_-0.598_29.102_2022_48,-6.19919
245,ID_-0.604_29.896_2022_00,59.48654
246,ID_-0.604_29.896_2022_01,62.74273
247,ID_-0.604_29.896_2022_02,66.15248
248,ID_-0.604_29.896_2022_03,70.53716
249,ID_-0.604_29.896_2022_04,66.33113
250,ID_-0.604_29.896_2022_05,67.66008
251,ID_-0.604_29.896_2022_06,71.329956
252,ID_-0.604_29.896_2022_07,71.718155
253,ID_-0.604_29.896_2022_08,71.91385
254,ID_-0.604_29.896_2022_09,68.793045
255,ID_-0.604_29.896_2022_10,69.08396
256,ID_-0.604_29.896_2022_11,62.01625
257,ID_-0.604_29.896_2022_12,58.252377
258,ID_-0.604_29.896_2022_13,60.598133
259,ID_-0.604_29.896_2022_14,103.367065
260,ID_-0.604_29.896_2022_15,102.86991
261,ID_-0.604_29.896_2022_16,102.89723
262,ID_-0.604_29.896_2022_17,69.02689
263,ID_-0.604_29.896_2022_18,73.09949
264,ID_-0.604_29.896_2022_19,73.1604
265,ID_-0.604_29.896_2022_20,68.94273
266,ID_-0.604_29.896_2022_21,72.89657
267,ID_-0.604_29.896_2022_22,68.94273
268,ID_-0.604_29.896_2022_23,71.04501
269,ID_-0.604_29.896_2022_24,72.89257
270,ID_-0.604_29.896_2022_25,75.22993
271,ID_-0.604_29.896_2022_26,71.24956
272,ID_-0.604_29.896_2022_27,65.97845
273,ID_-0.604_29.896_2022_28,65.97845
274,ID_-0.604_29.896_2022_29,62.53987
275,ID_-0.604_29.896_2022_30,63.108173
276,ID_-0.604_29.896_2022_31,63.22881
277,ID_-0.604_29.896_2022_32,63.22881
278,ID_-0.604_29.896_2022_33,63.036983
279,ID_-0.604_29.896_2022_34,66.00919
280,ID_-0.604_29.896_2022_35,75.15237
281,ID_-0.604_29.896_2022_36,64.15348
282,ID_-0.604_29.896_2022_37,64.24595
283,ID_-0.604_29.896_2022_38,67.002464
284,ID_-0.604_29.896_2022_39,72.80198
285,ID_-0.604_29.896_2022_40,79.113365
286,ID_-0.604_29.896_2022_41,83.82302
287,ID_-0.604_29.896_2022_42,78.39927
288,ID_-0.604_29.896_2022_43,82.17158
289,ID_-0.604_29.896_2022_44,52.20818
290,ID_-0.604_29.896_2022_45,65.001076
291,ID_-0.604_29.896_2022_46,75.446556
292,ID_-0.604_29.896_2022_47,60.177696
293,ID_-0.604_29.896_2022_48,66.52943
294,ID_-0.615_30.885_2022_00,87.99507
295,ID_-0.615_30.885_2022_01,76.87018
296,ID_-0.615_30.885_2022_02,82.246216
297,ID_-0.615_30.885_2022_03,84.19085
298,ID_-0.615_30.885_2022_04,81.7334
299,ID_-0.615_30.885_2022_05,83.06235
300,ID_-0.615_30.885_2022_06,86.64397
301,ID_-0.615_30.885_2022_07,81.36021
302,ID_-0.615_30.885_2022_08,84.35574
303,ID_-0.615_30.885_2022_09,82.555534
304,ID_-0.615_30.885_2022_10,82.555534
305,ID_-0.615_30.885_2022_11,75.46502
306,ID_-0.615_30.885_2022_12,76.54568
307,ID_-0.615_30.885_2022_13,80.74362
308,ID_-0.615_30.885_2022_14,104.582596
309,ID_-0.615_30.885_2022_15,102.95641
310,ID_-0.615_30.885_2022_16,99.72335
311,ID_-0.615_30.885_2022_17,78.335686
312,ID_-0.615_30.885_2022_18,80.98371
313,ID_-0.615_30.885_2022_19,83.32773
314,ID_-0.615_30.885_2022_20,89.78133
315,ID_-0.615_30.885_2022_21,81.76408
316,ID_-0.615_30.885_2022_22,85.15
317,ID_-0.615_30.885_2022_23,86.088844
318,ID_-0.615_30.885_2022_24,86.088844
319,ID_-0.615_30.885_2022_25,86.745224
320,ID_-0.615_30.885_2022_26,79.23589
321,ID_-0.615_30.885_2022_27,77.36883
322,ID_-0.615_30.885_2022_28,77.36883
323,ID_-0.615_30.885_2022_29,72.07239
324,ID_-0.615_30.885_2022_30,73.55676
325,ID_-0.615_30.885_2022_31,77.38526
326,ID_-0.615_30.885_2022_32,74.6101
327,ID_-0.615_30.885_2022_33,74.343285
328,ID_-0.615_30.885_2022_34,78.97738
329,ID_-0.615_30.885_2022_35,83.76591
330,ID_-0.615_30.885_2022_36,81.6531
331,ID_-0.615_30.885_2022_37,82.28916
332,ID_-0.615_30.885_2022_38,82.271645
333,ID_-0.615_30.885_2022_39,87.854225
334,ID_-0.615_30.885_2022_40,95.3724
335,ID_-0.615_30.885_2022_41,94.83106
336,ID_-0.615_30.885_2022_42,91.64547
337,ID_-0.615_30.885_2022_43,92.08103
338,ID_-0.615_30.885_2022_44,78.74619
339,ID_-0.615_30.885_2022_45,80.64658
340,ID_-0.615_30.885_2022_46,79.809395
341,ID_-0.615_30.885_2022_47,78.82943
342,ID_-0.615_30.885_2022_48,84.15955
343,ID_-0.627_29.773_2022_00,97.32481
344,ID_-0.627_29.773_2022_01,99.732025
345,ID_-0.627_29.773_2022_02,100.69254
346,ID_-0.627_29.773_2022_03,104.10557
347,ID_-0.627_29.773_2022_04,101.56302
348,ID_-0.627_29.773_2022_05,103.34108
349,ID_-0.627_29.773_2022_06,106.25822
350,ID_-0.627_29.773_2022_07,105.84057
351,ID_-0.627_29.773_2022_08,106.25822
352,ID_-0.627_29.773_2022_09,103.56311
353,ID_-0.627_29.773_2022_10,96.035545
354,ID_-0.627_29.773_2022_11,97.673195
355,ID_-0.627_29.773_2022_12,98.21741
356,ID_-0.627_29.773_2022_13,96.001724
357,ID_-0.627_29.773_2022_14,140.5032
358,ID_-0.627_29.773_2022_15,141.17383
359,ID_-0.627_29.773_2022_16,146.58162
360,ID_-0.627_29.773_2022_17,102.18583
361,ID_-0.627_29.773_2022_18,106.8875
362,ID_-0.627_29.773_2022_19,107.47139
363,ID_-0.627_29.773_2022_20,107.78544
364,ID_-0.627_29.773_2022_21,107.26847
365,ID_-0.627_29.773_2022_22,104.96606
366,ID_-0.627_29.773_2022_23,104.83302
367,ID_-0.627_29.773_2022_24,106.74149
368,ID_-0.627_29.773_2022_25,105.30177
369,ID_-0.627_29.773_2022_26,104.38164
370,ID_-0.627_29.773_2022_27,98.193596
371,ID_-0.627_29.773_2022_28,97.37116
372,ID_-0.627_29.773_2022_29,96.26108
373,ID_-0.627_29.773_2022_30,97.03848
374,ID_-0.627_29.773_2022_31,96.415184
375,ID_-0.627_29.773_2022_32,97.0256
376,ID_-0.627_29.773_2022_33,97.0256
377,ID_-0.627_29.773_2022_34,96.83378
378,ID_-0.627_29.773_2022_35,98.41134
379,ID_-0.627_29.773_2022_36,98.41134
380,ID_-0.627_29.773_2022_37,98.60316
381,ID_-0.627_29.773_2022_38,100.3635
382,ID_-0.627_29.773_2022_39,97.60761
383,ID_-0.627_29.773_2022_40,110.796
384,ID_-0.627_29.773_2022_41,112.625404
385,ID_-0.627_29.773_2022_42,108.064095
386,ID_-0.627_29.773_2022_43,107.20165
387,ID_-0.627_29.773_2022_44,85.94306
388,ID_-0.627_29.773_2022_45,83.957695
389,ID_-0.627_29.773_2022_46,88.2674
390,ID_-0.627_29.773_2022_47,92.5467
391,ID_-0.627_29.773_2022_48,101.26241
392,ID_-0.637_30.763_2022_00,56.612926
393,ID_-0.637_30.763_2022_01,42.722843
394,ID_-0.637_30.763_2022_02,51.09191
395,ID_-0.637_30.763_2022_03,52.42394
396,ID_-0.637_30.763_2022_04,46.622692
397,ID_-0.637_30.763_2022_05,49.010445
398,ID_-0.637_30.763_2022_06,52.117134
399,ID_-0.637_30.763_2022_07,48.16178
400,ID_-0.637_30.763_2022_08,50.124287
401,ID_-0.637_30.763_2022_09,47.003487
402,ID_-0.637_30.763_2022_10,46.30309
403,ID_-0.637_30.763_2022_11,36.57071
404,ID_-0.637_30.763_2022_12,39.111004
405,ID_-0.637_30.763_2022_13,43.635628
406,ID_-0.637_30.763_2022_14,73.79152
407,ID_-0.637_30.763_2022_15,76.43283
408,ID_-0.637_30.763_2022_16,77.044044
409,ID_-0.637_30.763_2022_17,45.31063
410,ID_-0.637_30.763_2022_18,49.489864
411,ID_-0.637_30.763_2022_19,50.048435
412,ID_-0.637_30.763_2022_20,56.56964
413,ID_-0.637_30.763_2022_21,49.162994
414,ID_-0.637_30.763_2022_22,56.756287
415,ID_-0.637_30.763_2022_23,53.002888
416,ID_-0.637_30.763_2022_24,49.967163
417,ID_-0.637_30.763_2022_25,51.941658
418,ID_-0.637_30.763_2022_26,49.130737
419,ID_-0.637_30.763_2022_27,44.72454
420,ID_-0.637_30.763_2022_28,47.329136
421,ID_-0.637_30.763_2022_29,43.457726
422,ID_-0.637_30.763_2022_30,45.166714
423,ID_-0.637_30.763_2022_31,45.891407
424,ID_-0.637_30.763_2022_32,47.936756
425,ID_-0.637_30.763_2022_33,41.63809
426,ID_-0.637_30.763_2022_34,61.958584
427,ID_-0.637_30.763_2022_35,49.726173
428,ID_-0.637_30.763_2022_36,49.14229
429,ID_-0.637_30.763_2022_37,48.375324
430,ID_-0.637_30.763_2022_38,49.457344
431,ID_-0.637_30.763_2022_39,54.768257
432,ID_-0.637_30.763_2022_40,55.32364
433,ID_-0.637_30.763_2022_41,66.59103
434,ID_-0.637_30.763_2022_42,60.22182
435,ID_-0.637_30.763_2022_43,58.99634
436,ID_-0.637_30.763_2022_44,46.550365
437,ID_-0.637_30.763_2022_45,46.061764
438,ID_-0.637_30.763_2022_46,41.477005
439,ID_-0.637_30.763_2022_47,45.982964
440,ID_-0.637_30.763_2022_48,47.27309
441,ID_-0.653_30.447_2022_00,18.723019
442,ID_-0.653_30.447_2022_01,26.626415
443,ID_-0.653_30.447_2022_02,33.367733
444,ID_-0.653_30.447_2022_03,35.283646
445,ID_-0.653_30.447_2022_04,31.505835
446,ID_-0.653_30.447_2022_05,35.554142
447,ID_-0.653_30.447_2022_06,36.155643
448,ID_-0.653_30.447_2022_07,34.341633
449,ID_-0.653_30.447_2022_08,35.312794
450,ID_-0.653_30.447_2022_09,32.480503
451,ID_-0.653_30.447_2022_10,31.743807
452,ID_-0.653_30.447_2022_11,25.837496
453,ID_-0.653_30.447_2022_12,30.275873
454,ID_-0.653_30.447_2022_13,34.210304
455,ID_-0.653_30.447_2022_14,61.75542
456,ID_-0.653_30.447_2022_15,52.99807
457,ID_-0.653_30.447_2022_16,54.165054
458,ID_-0.653_30.447_2022_17,30.781515
459,ID_-0.653_30.447_2022_18,35.021664
460,ID_-0.653_30.447_2022_19,33.555428
461,ID_-0.653_30.447_2022_20,41.766
462,ID_-0.653_30.447_2022_21,34.234856
463,ID_-0.653_30.447_2022_22,41.182114
464,ID_-0.653_30.447_2022_23,36.922554
465,ID_-0.653_30.447_2022_24,40.932808
466,ID_-0.653_30.447_2022_25,43.270164
467,ID_-0.653_30.447_2022_26,42.63525
468,ID_-0.653_30.447_2022_27,33.93528
469,ID_-0.653_30.447_2022_28,30.149078
470,ID_-0.653_30.447_2022_29,29.03899
471,ID_-0.653_30.447_2022_30,33.450188
472,ID_-0.653_30.447_2022_31,32.58276
473,ID_-0.653_30.447_2022_32,32.12169
474,ID_-0.653_30.447_2022_33,32.29547
475,ID_-0.653_30.447_2022_34,32.11171
476,ID_-0.653_30.447_2022_35,36.191864
477,ID_-0.653_30.447_2022_36,35.894543
478,ID_-0.653_30.447_2022_37,38.311783
479,ID_-0.653_30.447_2022_38,37.785793
480,ID_-0.653_30.447_2022_39,42.329742
481,ID_-0.653_30.447_2022_40,42.247433
482,ID_-0.653_30.447_2022_41,51.637955
483,ID_-0.653_30.447_2022_42,43.52031
484,ID_-0.653_30.447_2022_43,57.07781
485,ID_-0.653_30.447_2022_44,32.405922
486,ID_-0.653_30.447_2022_45,29.101109
487,ID_-0.653_30.447_2022_46,29.101109
488,ID_-0.653_30.447_2022_47,44.78399
489,ID_-0.653_30.447_2022_48,31.33414
490,ID_-0.659_30.341_2022_00,16.879324
491,ID_-0.659_30.341_2022_01,17.682188
492,ID_-0.659_30.341_2022_02,23.900541
493,ID_-0.659_30.341_2022_03,25.81645
494,ID_-0.659_30.341_2022_04,24.629988
495,ID_-0.659_30.341_2022_05,26.086946
496,ID_-0.659_30.341_2022_06,27.01531
497,ID_-0.659_30.341_2022_07,25.108904
498,ID_-0.659_30.341_2022_08,25.108904
499,ID_-0.659_30.341_2022_09,26.093687
500,ID_-0.659_30.341_2022_10,24.929861
501,ID_-0.659_30.341_2022_11,16.893274
502,ID_-0.659_30.341_2022_12,18.650629
503,ID_-0.659_30.341_2022_13,15.854658
504,ID_-0.659_30.341_2022_14,50.275578
505,ID_-0.659_30.341_2022_15,42.68601
506,ID_-0.659_30.341_2022_16,43.208183
507,ID_-0.659_30.341_2022_17,20.419073
508,ID_-0.659_30.341_2022_18,24.659218
509,ID_-0.659_30.341_2022_19,25.290293
510,ID_-0.659_30.341_2022_20,31.106184
511,ID_-0.659_30.341_2022_21,24.729675
512,ID_-0.659_30.341_2022_22,31.106184
513,ID_-0.659_30.341_2022_23,30.856878
514,ID_-0.659_30.341_2022_24,30.856878
515,ID_-0.659_30.341_2022_25,33.194237
516,ID_-0.659_30.341_2022_26,31.975435
517,ID_-0.659_30.341_2022_27,20.806625
518,ID_-0.659_30.341_2022_28,22.224506
519,ID_-0.659_30.341_2022_29,16.867138
520,ID_-0.659_30.341_2022_30,20.69445
521,ID_-0.659_30.341_2022_31,20.602724
522,ID_-0.659_30.341_2022_32,20.141653
523,ID_-0.659_30.341_2022_33,19.949835
524,ID_-0.659_30.341_2022_34,19.238354
525,ID_-0.659_30.341_2022_35,22.827776
526,ID_-0.659_30.341_2022_36,22.827776
527,ID_-0.659_30.341_2022_37,22.417675
528,ID_-0.659_30.341_2022_38,26.105352
529,ID_-0.659_30.341_2022_39,29.26389
530,ID_-0.659_30.341_2022_40,33.03681
531,ID_-0.659_30.341_2022_41,40.402016
532,ID_-0.659_30.341_2022_42,37.185223
533,ID_-0.659_30.341_2022_43,37.21768
534,ID_-0.659_30.341_2022_44,28.698988
535,ID_-0.659_30.341_2022_45,28.698988
536,ID_-0.659_30.341_2022_46,20.681261
537,ID_-0.659_30.341_2022_47,18.732586
538,ID_-0.659_30.341_2022_48,22.123434
539,ID_-0.667_30.433_2022_00,80.04149
540,ID_-0.667_30.433_2022_01,93.23984
541,ID_-0.667_30.433_2022_02,87.06271
542,ID_-0.667_30.433_2022_03,88.06789
543,ID_-0.667_30.433_2022_04,87.50365
544,ID_-0.667_30.433_2022_05,88.96452
545,ID_-0.667_30.433_2022_06,90.76138
546,ID_-0.667_30.433_2022_07,89.562126
547,ID_-0.667_30.433_2022_08,89.63472
548,ID_-0.667_30.433_2022_09,86.769905
549,ID_-0.667_30.433_2022_10,89.00332
550,ID_-0.667_30.433_2022_11,81.742325
551,ID_-0.667_30.433_2022_12,82.17183
552,ID_-0.667_30.433_2022_13,86.29526
553,ID_-0.667_30.433_2022_14,109.13566
554,ID_-0.667_30.433_2022_15,100.05145
555,ID_-0.667_30.433_2022_16,100.07877
556,ID_-0.667_30.433_2022_17,91.902565
557,ID_-0.667_30.433_2022_18,94.270485
558,ID_-0.667_30.433_2022_19,93.38814
559,ID_-0.667_30.433_2022_20,102.71949
560,ID_-0.667_30.433_2022_21,93.38814
561,ID_-0.667_30.433_2022_22,102.71949
562,ID_-0.667_30.433_2022_23,100.7655
563,ID_-0.667_30.433_2022_24,102.47018
564,ID_-0.667_30.433_2022_25,101.14724
565,ID_-0.667_30.433_2022_26,99.52263
566,ID_-0.667_30.433_2022_27,95.44531
567,ID_-0.667_30.433_2022_28,94.22906
568,ID_-0.667_30.433_2022_29,87.32349
569,ID_-0.667_30.433_2022_30,91.150795
570,ID_-0.667_30.433_2022_31,92.41546
571,ID_-0.667_30.433_2022_32,90.15183
572,ID_-0.667_30.433_2022_33,92.94274
573,ID_-0.667_30.433_2022_34,93.31544
